time,gFx,gFy,gFz,aT
2.785000,-0.0087,0.2058,0.9996,1.021
2.791000,-0.0070,0.2058,1.0033,1.024
2.796000,-0.0053,0.2046,1.0045,1.025
2.803000,-0.0051,0.2028,1.0060,1.026
2.805000,-0.0029,0.2021,1.0052,1.025
2.809000,-0.0048,0.2031,1.0035,1.024
2.818000,-0.0046,0.2016,0.9957,1.016
2.819000,-0.0053,0.1975,0.9835,1.003
2.825000,-0.0085,0.1963,0.9689,0.989
2.830000,-0.0073,0.1948,0.9611,0.981
2.834000,-0.0080,0.1958,0.9523,0.972
2.839000,-0.0090,0.1997,0.9442,0.965
2.844000,-0.0136,0.2060,0.9452,0.967
2.850000,-0.0182,0.2124,0.9469,0.971
2.854000,-0.0192,0.2216,0.9581,0.984
2.858000,-0.0187,0.2243,0.9676,0.993
2.864000,-0.0143,0.2256,0.9750,1.001
2.869000,-0.0063,0.2224,0.9786,1.004
2.873000,-0.0007,0.2143,0.9752,0.998
2.879000,0.0054,0.2099,0.9703,0.993
2.884000,0.0106,0.1987,0.9596,0.980
2.888000,0.0125,0.1948,0.9476,0.968
2.892000,0.0130,0.1953,0.9342,0.954
2.898000,0.0115,0.2002,0.9335,0.955
2.903000,0.0069,0.2090,0.9330,0.956
2.908000,0.0035,0.2148,0.9327,0.957
2.913000,-0.0024,0.2209,0.9310,0.957
2.917000,-0.0024,0.2253,0.9303,0.957
2.925000,-0.0014,0.2282,0.9327,0.960
2.928000,0.0032,0.2304,0.9444,0.972
2.932000,0.0054,0.2324,0.9557,0.984
2.937000,0.0054,0.2307,0.9635,0.991
2.942000,0.0013,0.2314,0.9750,1.002
2.947000,0.0003,0.2268,0.9816,1.007
2.952000,-0.0019,0.2219,0.9869,1.012
2.957000,-0.0048,0.2195,0.9918,1.016
2.962000,-0.0053,0.2116,0.9894,1.012
2.967000,-0.0051,0.2070,0.9811,1.003
2.972000,-0.0053,0.1989,0.9716,0.992
2.976000,-0.0056,0.1985,0.9659,0.986
2.981000,-0.0068,0.1985,0.9569,0.977
2.987000,-0.0090,0.2024,0.9476,0.969
2.991000,-0.0102,0.2043,0.9352,0.957
2.998000,-0.0117,0.2046,0.9261,0.949
3.001000,-0.0087,0.2085,0.9271,0.950
3.006000,-0.0053,0.2121,0.9315,0.955
3.011000,-0.0031,0.2151,0.9313,0.956
3.015000,-0.0041,0.2160,0.9332,0.958
3.019000,-0.0031,0.2173,0.9401,0.965
3.025000,-0.0043,0.2141,0.9469,0.971
3.030000,-0.0051,0.2131,0.9608,0.984
3.035000,-0.0082,0.2099,0.9716,0.994
3.039000,-0.0134,0.2099,0.9840,1.006
3.044000,-0.0182,0.2094,0.9906,1.013
3.050000,-0.0212,0.2092,1.0004,1.022
3.055000,-0.0241,0.2075,1.0033,1.025
3.060000,-0.0251,0.2053,1.0070,1.028
3.064000,-0.0256,0.2050,1.0094,1.030
3.070000,-0.0212,0.2048,1.0096,1.030
3.074000,-0.0182,0.2031,1.0074,1.028
3.079000,-0.0160,0.2031,1.0074,1.028
3.084000,-0.0104,0.2075,1.0043,1.026
3.088000,-0.0082,0.2070,0.9991,1.020
3.093000,-0.0053,0.2077,0.9955,1.017
3.102000,-0.0053,0.2129,0.9889,1.012
3.105000,-0.0051,0.2138,0.9818,1.005
3.109000,-0.0041,0.2165,0.9752,0.999
3.114000,-0.0034,0.2204,0.9706,0.995
3.118000,-0.0024,0.2224,0.9654,0.991
3.123000,-0.0014,0.2224,0.9672,0.992
3.128000,-0.0004,0.2248,0.9657,0.992
3.134000,-0.0021,0.2292,0.9723,0.999
3.138000,-0.0038,0.2299,0.9781,1.005
3.143000,-0.0029,0.2299,0.9835,1.010
3.148000,-0.0036,0.2290,0.9884,1.015
3.153000,-0.0021,0.2275,0.9899,1.016
3.157000,0.0069,0.2243,0.9860,1.011
3.163000,0.0118,0.2260,0.9781,1.004
3.167000,0.0164,0.2221,0.9728,0.998
3.172000,0.0208,0.2226,0.9654,0.991
3.178000,0.0247,0.2236,0.9562,0.982
3.182000,0.0233,0.2243,0.9506,0.977
3.186000,0.0184,0.2282,0.9464,0.974
3.191000,0.0145,0.2329,0.9457,0.974
3.197000,0.0101,0.2375,0.9486,0.978
3.201000,0.0052,0.2373,0.9545,0.984
3.207000,-0.0014,0.2361,0.9608,0.989
3.214000,-0.0043,0.2319,0.9745,1.002
3.217000,-0.0073,0.2253,0.9874,1.013
3.221000,-0.0090,0.2182,0.9945,1.018
3.226000,-0.0090,0.2126,1.0028,1.025
3.232000,-0.0107,0.2092,1.0040,1.026
3.235000,-0.0090,0.2026,1.0048,1.025
3.240000,-0.0077,0.1994,1.0048,1.024
3.245000,-0.0070,0.1977,1.0021,1.021
3.251000,-0.0048,0.2004,0.9989,1.019
3.255000,-0.0041,0.2036,0.9925,1.013
3.260000,-0.0014,0.2109,0.9860,1.008
3.265000,0.0006,0.2165,0.9845,1.008
3.270000,0.0076,0.2221,0.9781,1.003
3.275000,0.0111,0.2260,0.9701,0.996
3.280000,0.0142,0.2317,0.9642,0.992
3.285000,0.0211,0.2317,0.9598,0.988
3.290000,0.0272,0.2334,0.9554,0.984
3.295000,0.0289,0.2331,0.9513,0.980
3.299000,0.0318,0.2302,0.9476,0.976
3.304000,0.0318,0.2339,0.9427,0.972
3.313000,0.0316,0.2329,0.9408,0.970
3.317000,0.0321,0.2341,0.9391,0.968
3.319000,0.0301,0.2343,0.9393,0.969
3.324000,0.0255,0.2348,0.9462,0.975
3.329000,0.0228,0.2378,0.9532,0.983
3.334000,0.0152,0.2363,0.9615,0.990
3.339000,0.0130,0.2343,0.9728,1.001
3.344000,0.0133,0.2331,0.9806,1.008
3.349000,0.0140,0.2287,0.9894,1.016
3.354000,0.0135,0.2234,0.9930,1.018
3.358000,0.0152,0.2226,1.0018,1.026
3.364000,0.0154,0.2243,1.0043,1.029
3.368000,0.0145,0.2263,1.0040,1.029
3.373000,0.0150,0.2265,1.0038,1.029
3.378000,0.0159,0.2265,0.9987,1.024
3.383000,0.0191,0.2270,0.9918,1.018
3.387000,0.0272,0.2297,0.9860,1.013
3.392000,0.0281,0.2314,0.9857,1.013
3.402000,0.0323,0.2314,0.9828,1.010
3.404000,0.0355,0.2331,0.9794,1.007
3.407000,0.0367,0.2329,0.9786,1.007
3.412000,0.0350,0.2334,0.9833,1.011
3.418000,0.0335,0.2331,0.9850,1.013
3.422000,0.0308,0.2314,0.9867,1.014
3.427000,0.0237,0.2282,0.9845,1.011
3.432000,0.0191,0.2256,0.9825,1.008
3.436000,0.0179,0.2216,0.9811,1.006
3.442000,0.0140,0.2182,0.9794,1.003
3.449000,0.0089,0.2160,0.9813,1.005
3.451000,0.0042,0.2116,0.9821,1.005
3.456000,0.0028,0.2143,0.9801,1.003
3.461000,-0.0002,0.2077,0.9774,0.999
3.465000,-0.0043,0.2099,0.9801,1.002
3.471000,-0.0046,0.2107,0.9777,1.000
3.476000,-0.0053,0.2080,0.9706,0.993
3.481000,-0.0051,0.2072,0.9659,0.988
3.486000,-0.0048,0.2070,0.9650,0.987
3.490000,-0.0014,0.2065,0.9593,0.981
3.495000,0.0013,0.2102,0.9591,0.982
3.500000,0.0032,0.2158,0.9515,0.976
3.505000,0.0042,0.2182,0.9447,0.970
3.510000,0.0059,0.2253,0.9405,0.967
3.515000,0.0069,0.2280,0.9444,0.972
3.520000,0.0081,0.2297,0.9464,0.974
3.525000,0.0067,0.2319,0.9471,0.975
3.531000,0.0035,0.2314,0.9484,0.976
3.534000,-0.0012,0.2280,0.9510,0.978
3.539000,-0.0038,0.2236,0.9569,0.983
3.544000,-0.0026,0.2221,0.9603,0.986
3.550000,-0.0048,0.2175,0.9669,0.991
3.554000,-0.0080,0.2160,0.9689,0.993
3.559000,-0.0070,0.2168,0.9723,0.996
3.565000,-0.0070,0.2170,0.9713,0.995
3.569000,-0.0073,0.2124,0.9681,0.991
3.578000,-0.0034,0.2155,0.9674,0.991
3.579000,0.0003,0.2182,0.9650,0.989
3.587000,0.0030,0.2175,0.9625,0.987
3.589000,0.0059,0.2168,0.9545,0.979
3.594000,0.0098,0.2187,0.9545,0.979
3.598000,0.0089,0.2177,0.9523,0.977
3.603000,0.0074,0.2199,0.9520,0.977
3.609000,0.0054,0.2192,0.9596,0.984
3.614000,0.0018,0.2209,0.9718,0.997
3.618000,0.0035,0.2214,0.9877,1.012
3.623000,0.0013,0.2238,1.0011,1.026
3.627000,0.0035,0.2234,1.0121,1.036
3.633000,0.0001,0.2190,1.0187,1.042
3.638000,0.0003,0.2175,1.0221,1.045
3.642000,0.0028,0.2148,1.0201,1.043
3.648000,0.0028,0.2109,1.0199,1.041
3.652000,0.0076,0.2138,1.0118,1.034
3.657000,0.0091,0.2114,1.0016,1.024
3.661000,0.0089,0.2090,0.9855,1.007
3.672000,0.0069,0.2085,0.9645,0.987
3.672000,0.0047,0.2048,0.9530,0.975
3.679000,0.0064,0.2055,0.9466,0.969
3.682000,0.0071,0.2041,0.9442,0.966
3.686000,0.0096,0.2063,0.9403,0.963
3.691000,0.0093,0.2048,0.9354,0.958
3.697000,0.0167,0.2055,0.9364,0.959
3.702000,0.0213,0.2082,0.9361,0.959
3.707000,0.0281,0.2109,0.9410,0.965
3.711000,0.0333,0.2126,0.9442,0.968
3.716000,0.0338,0.2173,0.9484,0.974
3.720000,0.0279,0.2175,0.9542,0.979
3.726000,0.0179,0.2185,0.9593,0.984
3.732000,0.0101,0.2185,0.9581,0.983
3.736000,0.0001,0.2126,0.9567,0.980
3.741000,-0.0021,0.2065,0.9545,0.977
3.746000,-0.0041,0.1992,0.9571,0.978
3.750000,-0.0053,0.1970,0.9625,0.982
3.755000,-0.0048,0.1928,0.9650,0.984
3.761000,-0.0060,0.1919,0.9654,0.984
3.766000,-0.0077,0.1914,0.9686,0.987
3.770000,-0.0146,0.1882,0.9733,0.991
3.775000,-0.0182,0.1870,0.9745,0.992
3.780000,-0.0168,0.1853,0.9772,0.995
3.784000,-0.0112,0.1833,0.9767,0.994
3.790000,-0.0046,0.1797,0.9791,0.995
3.795000,0.0006,0.1779,0.9737,0.990
3.799000,0.0013,0.1794,0.9764,0.993
3.804000,-0.0129,0.2019,0.9862,1.007
3.808000,-0.0063,0.1921,0.9972,1.016
3.815000,-0.0056,0.1784,1.0126,1.028
3.820000,0.0023,0.1655,1.0272,1.040
3.824000,0.0111,0.1506,1.0363,1.047
3.829000,0.0145,0.1416,1.0407,1.050
3.835000,0.0162,0.1430,1.0404,1.050
3.838000,0.0145,0.1467,1.0331,1.044
3.844000,0.0103,0.1518,1.0250,1.036
3.848000,0.0037,0.1577,1.0135,1.026
3.854000,0.0001,0.1657,1.0048,1.018
3.858000,-0.0043,0.1670,0.9984,1.012
3.864000,-0.0082,0.1687,0.9860,1.000
3.868000,-0.0129,0.1694,0.9752,0.990
3.874000,-0.0148,0.1689,0.9681,0.983
3.878000,-0.0202,0.1689,0.9650,0.980
3.883000,-0.0192,0.1704,0.9657,0.981
3.888000,-0.0190,0.1718,0.9635,0.979
3.892000,-0.0168,0.1726,0.9603,0.976
3.897000,-0.0102,0.1757,0.9601,0.976
3.902000,-0.0063,0.1809,0.9620,0.979
3.907000,0.0010,0.1870,0.9681,0.986
3.916000,0.0089,0.1899,0.9801,0.998
3.919000,0.0162,0.1941,0.9991,1.018
3.921000,0.0194,0.1965,1.0099,1.029
3.927000,0.0230,0.1941,1.0153,1.034
3.932000,0.0259,0.1919,1.0240,1.042
3.937000,0.0203,0.1867,1.0306,1.048
3.942000,0.0176,0.1782,1.0299,1.045
3.947000,0.0120,0.1709,1.0253,1.039
3.952000,0.0093,0.1630,1.0216,1.035
3.958000,0.0018,0.1555,1.0250,1.037
3.961000,-0.0036,0.1540,1.0299,1.041
3.971000,-0.0043,0.1494,1.0304,1.041
3.972000,0.0008,0.1452,1.0258,1.036
3.975000,0.0025,0.1428,1.0221,1.032
3.981000,0.0067,0.1428,1.0182,1.028
3.986000,0.0133,0.1445,1.0172,1.028
3.991000,0.0125,0.1486,1.0131,1.024
3.996000,0.0179,0.1526,1.0114,1.023
4.000000,0.0145,0.1528,1.0104,1.022
4.005000,0.0111,0.1579,1.0062,1.019
4.010000,0.0111,0.1630,1.0023,1.016
4.016000,0.0181,0.1672,0.9977,1.012
4.020000,0.0218,0.1662,0.9987,1.013
4.025000,0.0223,0.1704,0.9955,1.010
4.029000,0.0216,0.1721,0.9886,1.004
4.034000,0.0191,0.1679,0.9830,0.997
4.039000,0.0145,0.1672,0.9750,0.989
4.044000,0.0111,0.1713,0.9708,0.986
4.050000,0.0045,0.1711,0.9672,0.982
4.054000,0.0006,0.1704,0.9703,0.985
4.059000,0.0008,0.1706,0.9769,0.992
4.063000,0.0045,0.1726,0.9838,0.999
4.068000,0.0130,0.1743,0.9867,1.002
4.074000,0.0184,0.1826,0.9906,1.007
4.079000,0.0081,0.2058,0.9957,1.017
4.088000,-0.0068,0.2375,0.9984,1.026
4.089000,-0.0297,0.2492,0.9845,1.016
4.094000,-0.0058,0.2473,0.9777,1.008
4.097000,0.0189,0.2358,0.9591,0.988
4.106000,0.0377,0.2248,0.9386,0.966
4.107000,0.0518,0.2072,0.9264,0.951
4.113000,0.0455,0.1809,0.9205,0.939
4.117000,0.0604,0.1684,0.9176,0.935
4.123000,0.0706,0.1518,0.9239,0.939
4.127000,0.0767,0.1457,0.9386,0.953
4.133000,0.0858,0.1394,0.9554,0.969
4.138000,0.0902,0.1433,0.9679,0.983
4.142000,0.0909,0.1416,0.9801,0.994
4.147000,0.0948,0.1374,0.9896,1.004
4.152000,0.0990,0.1359,1.0021,1.016
4.157000,0.1021,0.1318,1.0153,1.029
4.162000,0.1038,0.1272,1.0216,1.035
4.168000,0.1085,0.1191,1.0267,1.039
4.172000,0.1151,0.1152,1.0277,1.041
4.176000,0.1168,0.1074,1.0270,1.039
4.181000,0.1165,0.1035,1.0287,1.040
4.187000,0.1146,0.0996,1.0343,1.045
4.191000,0.1141,0.0974,1.0358,1.047
4.196000,0.1126,0.0930,1.0316,1.042
4.200000,0.1112,0.0966,1.0299,1.040
4.207000,0.1075,0.0959,1.0323,1.042
4.211000,0.1043,0.0954,1.0341,1.044
4.215000,0.1046,0.0903,1.0206,1.030
4.220000,0.0997,0.0817,1.0048,1.013
4.226000,0.0958,0.0786,1.0013,1.009
4.229000,0.0933,0.0798,0.9935,1.001
4.235000,0.0894,0.0856,0.9921,1.000
4.239000,0.0811,0.0947,1.0028,1.011
4.244000,0.0711,0.1049,1.0199,1.028
4.251000,0.0609,0.1186,1.0355,1.044
4.255000,0.0521,0.1276,1.0472,1.056
4.260000,0.0452,0.1355,1.0541,1.064
4.266000,0.0399,0.1406,1.0553,1.065
4.269000,0.0430,0.1403,1.0499,1.060
4.274000,0.0487,0.1357,1.0365,1.046
4.279000,0.0592,0.1306,1.0270,1.037
4.289000,0.0765,0.1228,1.0155,1.026
4.290000,0.0926,0.1233,1.0026,1.014
4.295000,0.1063,0.1218,0.9935,1.007
4.300000,0.1107,0.1193,0.9864,1.000
4.304000,0.1141,0.1193,0.9855,0.999
4.309000,0.1097,0.1186,0.9801,0.993
4.314000,0.1048,0.1162,0.9723,0.985
4.319000,0.1051,0.1118,0.9684,0.980
4.324000,0.1036,0.1081,0.9703,0.982
4.328000,0.1024,0.1093,0.9757,0.987
4.334000,0.1092,0.1171,0.9803,0.993
4.338000,0.1163,0.1169,0.9808,0.995
4.343000,0.1190,0.1169,0.9835,0.998
4.348000,0.1153,0.1196,0.9799,0.994
4.354000,0.1082,0.1228,0.9659,0.980
4.358000,0.0994,0.1257,0.9562,0.970
4.362000,0.0882,0.1328,0.9559,0.969
4.372000,0.0745,0.1377,0.9711,0.984
4.373000,0.0657,0.1616,1.0070,1.022
4.377000,0.0494,0.1928,1.0385,1.057
4.384000,0.0269,0.2004,1.0419,1.061
4.387000,0.0074,0.2082,1.0345,1.055
4.392000,-0.0021,0.2312,1.0260,1.052
4.397000,0.0006,0.2214,1.0253,1.049
4.402000,0.0159,0.1980,1.0035,1.023
4.406000,0.0301,0.1535,0.9542,0.967
4.411000,0.0350,0.1259,0.9081,0.917
4.418000,0.0394,0.1013,0.8658,0.873
4.421000,0.0516,0.0888,0.8463,0.853
4.426000,0.0614,0.0776,0.8478,0.854
4.431000,0.0618,0.0664,0.8636,0.868
4.436000,0.0460,0.0715,0.8905,0.895
4.441000,0.0220,0.0805,0.9308,0.935
4.445000,-0.0038,0.1032,0.9745,0.980
4.452000,-0.0307,0.1211,1.0094,1.017
4.457000,-0.0490,0.1333,1.0272,1.037
4.462000,-0.0624,0.1430,1.0438,1.055
4.465000,-0.0607,0.1606,1.0507,1.065
4.471000,-0.0568,0.1775,1.0692,1.085
4.481000,-0.0588,0.1694,1.1056,1.120
4.482000,-0.0610,0.1533,1.1129,1.125
4.486000,-0.0746,0.1325,1.0795,1.090
4.490000,-0.0676,0.1186,1.0507,1.059
4.500000,-0.0595,0.1149,1.0382,1.046
4.501000,-0.0649,0.1145,1.0492,1.057
4.505000,-0.0622,0.1103,1.0702,1.078
4.510000,-0.0544,0.1135,1.0939,1.101
4.515000,-0.0468,0.1223,1.1251,1.133
4.520000,-0.0414,0.1284,1.1513,1.159
4.525000,-0.0361,0.1279,1.1503,1.158
4.529000,-0.0322,0.1184,1.1327,1.139
4.535000,-0.0182,0.1084,1.1220,1.127
4.540000,0.0023,0.1018,1.1061,1.111
4.543000,0.0206,0.0888,1.0585,1.062
4.549000,0.0196,0.0835,0.9847,0.988
4.554000,0.0062,0.0922,0.9444,0.949
4.559000,-0.0087,0.1203,0.9332,0.941
4.564000,-0.0283,0.1438,0.9349,0.946
4.569000,-0.0439,0.1662,0.9535,0.969
4.573000,-0.0568,0.1848,0.9857,1.004
4.578000,-0.0585,0.1916,1.0236,1.043
4.583000,-0.0461,0.1914,1.0560,1.074
4.588000,-0.0261,0.1814,1.0802,1.096
4.593000,-0.0058,0.1657,1.1036,1.116
4.604000,0.0049,0.1565,1.1115,1.122
4.605000,0.0164,0.1584,1.0900,1.102
4.612000,0.0111,0.1655,1.0609,1.074
4.612000,-0.0021,0.1787,1.0370,1.052
4.618000,-0.0060,0.1887,1.0143,1.032
4.623000,-0.0046,0.1967,1.0060,1.025
4.627000,-0.0041,0.1965,1.0099,1.029
4.632000,0.0006,0.1938,1.0182,1.036
4.638000,0.0133,0.1945,1.0280,1.046
4.642000,0.0264,0.2019,1.0162,1.036
4.647000,0.0225,0.2229,0.9459,0.972
4.653000,0.0213,0.2241,0.9195,0.947
4.657000,0.0032,0.2263,0.9210,0.948
4.661000,-0.0031,0.2304,0.8602,0.891
4.667000,-0.0048,0.2356,0.7848,0.819
4.671000,-0.0026,0.2339,0.7533,0.789
4.678000,0.0001,0.2368,0.7437,0.781
4.681000,0.0098,0.2485,0.7442,0.785
4.687000,0.0245,0.2671,0.7630,0.809
4.690000,0.0333,0.2873,0.8011,0.852
4.695000,0.0408,0.3034,0.8419,0.896
4.701000,0.0491,0.3139,0.8866,0.942
4.705000,0.0621,0.3093,0.9259,0.978
4.711000,0.0635,0.2951,0.9635,1.010
4.715000,0.0577,0.2766,0.9921,1.032
4.719000,0.0394,0.2605,1.0111,1.045
4.724000,0.0169,0.2468,1.0280,1.057
4.729000,-0.0073,0.2380,1.0385,1.065
4.735000,-0.0336,0.2295,1.0531,1.078
4.739000,-0.0598,0.2197,1.0690,1.093
4.744000,-0.0783,0.2094,1.0714,1.095
4.749000,-0.0873,0.1992,1.0663,1.088
4.754000,-0.0859,0.1928,1.0514,1.072
4.759000,-0.0746,0.1911,1.0323,1.053
4.764000,-0.0551,0.1948,1.0121,1.032
4.773000,-0.0368,0.2055,0.9886,1.010
4.774000,-0.0139,0.2192,0.9625,0.987
4.781000,0.0015,0.2368,0.9281,0.958
4.783000,0.0223,0.2568,0.8900,0.927
4.789000,0.0408,0.2763,0.8617,0.906
4.793000,0.0592,0.2871,0.8426,0.892
4.799000,0.0745,0.3010,0.8348,0.891
4.805000,0.0792,0.3100,0.8309,0.890
4.808000,0.0760,0.3144,0.8302,0.891
4.813000,0.0753,0.3098,0.8382,0.897
4.819000,0.0740,0.2954,0.8561,0.909
4.823000,0.0738,0.2783,0.8829,0.929
4.829000,0.0645,0.2612,0.9156,0.954
4.833000,0.0509,0.2422,0.9457,0.978
4.838000,0.0333,0.2297,0.9730,1.000
4.842000,0.0120,0.2214,0.9879,1.012
4.847000,-0.0046,0.2238,0.9991,1.024
4.852000,-0.0148,0.2263,0.9987,1.024
4.857000,-0.0158,0.2278,0.9906,1.017
4.861000,-0.0090,0.2321,0.9801,1.007
4.866000,-0.0007,0.2361,0.9698,0.998
4.874000,0.0111,0.2426,0.9625,0.993
4.877000,0.0250,0.2544,0.9593,0.993
4.882000,0.0408,0.2700,0.9567,0.995
4.889000,0.0582,0.2793,0.9532,0.995
4.892000,0.0709,0.2864,0.9518,0.996
4.896000,0.0838,0.2878,0.9469,0.993
4.901000,0.0950,0.2856,0.9457,0.992
4.906000,0.1060,0.2827,0.9401,0.987
4.912000,0.1109,0.2781,0.9369,0.984
4.917000,0.1124,0.2756,0.9313,0.978
4.921000,0.1077,0.2778,0.9249,0.972
4.926000,0.0982,0.2727,0.9210,0.966
4.930000,0.0850,0.2705,0.9193,0.962
4.938000,0.0667,0.2622,0.9261,0.965
4.941000,0.0416,0.2505,0.9383,0.972
4.946000,0.0184,0.2368,0.9528,0.982
4.953000,-0.0031,0.2356,0.9652,0.994
4.955000,-0.0190,0.2414,0.9828,1.012
4.961000,-0.0363,0.2492,1.0026,1.034
4.965000,-0.0422,0.2585,1.0111,1.044
4.971000,-0.0373,0.2624,1.0289,1.063
4.975000,-0.0270,0.2641,1.0365,1.070
4.980000,-0.0139,0.2622,1.0411,1.074
4.989000,-0.0009,0.2617,1.0336,1.066
4.990000,0.0115,0.2619,1.0177,1.051
4.995000,0.0206,0.2624,0.9991,1.033
5.000000,0.0237,0.2663,0.9711,1.007
5.007000,0.0242,0.2671,0.9513,0.988
5.010000,0.0198,0.2649,0.9296,0.967
5.014000,0.0137,0.2685,0.9232,0.962
5.019000,0.0091,0.2685,0.9166,0.955
5.024000,0.0052,0.2629,0.9178,0.955
5.029000,0.0025,0.2639,0.9315,0.968
5.033000,0.0020,0.2617,0.9471,0.983
5.039000,-0.0002,0.2641,0.9647,1.000
5.044000,-0.0048,0.2649,0.9847,1.020
5.048000,-0.0092,0.2619,0.9960,1.030
5.053000,-0.0107,0.2541,1.0079,1.040
5.058000,-0.0182,0.2524,1.0121,1.043
5.063000,-0.0214,0.2534,1.0106,1.042
5.071000,-0.0285,0.2583,1.0006,1.034
5.074000,-0.0305,0.2666,0.9789,1.015
5.078000,-0.0319,0.2712,0.9637,1.002
5.083000,-0.0368,0.2759,0.9508,0.991
5.092000,-0.0319,0.2710,0.9366,0.976
5.093000,-0.0231,0.2719,0.9325,0.972
5.098000,-0.0107,0.2719,0.9300,0.969
5.103000,0.0003,0.2737,0.9344,0.974
5.109000,0.0111,0.2763,0.9398,0.980
5.113000,0.0201,0.2759,0.9444,0.984
5.117000,0.0230,0.2785,0.9532,0.993
5.122000,0.0242,0.2773,0.9674,1.007
5.127000,0.0174,0.2820,0.9777,1.018
5.131000,0.0103,0.2859,0.9808,1.022
5.137000,0.0054,0.2859,0.9811,1.022
5.141000,-0.0019,0.2795,0.9811,1.020
5.145000,-0.0046,0.2727,0.9830,1.020
5.150000,-0.0060,0.2654,0.9816,1.017
5.156000,-0.0077,0.2578,0.9791,1.013
5.160000,-0.0092,0.2483,0.9698,1.001
5.165000,-0.0104,0.2395,0.9591,0.989
5.173000,-0.0178,0.2456,0.9415,0.973
5.175000,-0.0283,0.2571,0.9249,0.960
5.181000,-0.0366,0.2676,0.9108,0.950
5.186000,-0.0414,0.2766,0.9000,0.942
5.191000,-0.0368,0.2790,0.8978,0.941
5.195000,-0.0283,0.2781,0.9044,0.947
5.200000,-0.0190,0.2756,0.9127,0.954
5.205000,-0.0070,0.2734,0.9261,0.966
5.210000,0.0028,0.2719,0.9413,0.980
5.215000,0.0096,0.2673,0.9596,0.996
5.219000,0.0164,0.2656,0.9845,1.020
5.225000,0.0194,0.2700,1.0045,1.040
5.230000,0.0262,0.2727,1.0162,1.053
5.235000,0.0499,0.2822,1.0245,1.064
5.240000,0.0509,0.2746,1.0143,1.052
5.244000,0.0257,0.2602,0.9952,1.029
5.249000,-0.0056,0.2353,0.9652,0.993
5.255000,-0.0219,0.2226,0.9462,0.972
5.260000,-0.0305,0.2287,0.9398,0.968
5.264000,-0.0363,0.2378,0.9388,0.969
5.270000,-0.0432,0.2441,0.9252,0.958
5.274000,-0.0478,0.2385,0.9056,0.938
5.279000,-0.0515,0.2375,0.8934,0.926
5.284000,-0.0473,0.2400,0.8883,0.921
5.289000,-0.0407,0.2439,0.8910,0.925
5.293000,-0.0336,0.2495,0.9032,0.938
5.299000,-0.0265,0.2556,0.9191,0.954
5.308000,-0.0097,0.2539,0.9369,0.971
5.309000,-0.0019,0.2531,0.9525,0.986
5.313000,0.0045,0.2502,0.9601,0.992
5.317000,0.0106,0.2512,0.9694,1.001
5.323000,0.0125,0.2524,0.9711,1.003
5.329000,0.0135,0.2485,0.9681,1.000
5.332000,0.0123,0.2488,0.9615,0.993
5.341000,0.0064,0.2483,0.9528,0.985
5.343000,0.0001,0.2483,0.9476,0.980
5.348000,-0.0053,0.2492,0.9479,0.980
5.352000,-0.0124,0.2478,0.9435,0.976
5.357000,-0.0204,0.2478,0.9530,0.985
5.363000,-0.0256,0.2441,0.9613,0.992
5.368000,-0.0300,0.2414,0.9720,1.002
5.377000,-0.0287,0.2343,0.9872,1.015
5.379000,-0.0244,0.2297,1.0006,1.027
5.381000,-0.0217,0.2280,1.0084,1.034
5.388000,-0.0148,0.2292,1.0133,1.039
5.391000,-0.0139,0.2314,1.0162,1.042
5.396000,-0.0087,0.2356,1.0055,1.033
5.401000,-0.0026,0.2402,0.9955,1.024
5.406000,-0.0021,0.2400,0.9784,1.007
5.411000,0.0013,0.2444,0.9667,0.997
5.415000,0.0025,0.2507,0.9498,0.982
5.421000,0.0079,0.2522,0.9330,0.966
5.425000,0.0086,0.2505,0.9276,0.961
5.430000,0.0093,0.2541,0.9237,0.958
5.435000,0.0069,0.2571,0.9320,0.967
5.441000,0.0040,0.2600,0.9471,0.982
5.445000,-0.0024,0.2619,0.9613,0.996
5.451000,-0.0063,0.2583,0.9779,1.011
5.455000,-0.0117,0.2534,0.9916,1.024
5.460000,-0.0107,0.2468,1.0045,1.034
5.465000,-0.0085,0.2404,1.0114,1.040
5.469000,-0.0024,0.2392,1.0197,1.047
5.475000,0.0089,0.2380,1.0074,1.035
5.479000,0.0196,0.2480,0.9972,1.028
5.485000,0.0330,0.2563,0.9769,1.011
5.493000,0.0413,0.2683,0.9559,0.994
5.494000,0.0445,0.2785,0.9322,0.974
5.499000,0.0445,0.2846,0.9154,0.960
5.505000,0.0401,0.2866,0.9093,0.954
5.514000,0.0345,0.2876,0.9105,0.955
5.515000,0.0277,0.2890,0.9235,0.968
5.518000,0.0245,0.2856,0.9462,0.989
5.524000,0.0211,0.2761,0.9652,1.004
5.529000,0.0186,0.2685,0.9821,1.018
5.533000,0.0069,0.2578,0.9838,1.017
5.540000,-0.0463,0.1977,0.9720,0.993
5.543000,-0.1245,0.1704,0.9535,0.977
5.549000,-0.1455,0.2077,0.9340,0.968
5.552000,-0.1127,0.2729,0.9559,1.000
5.558000,-0.0463,0.3349,0.9791,1.036
5.563000,0.0206,0.3513,0.9947,1.055
5.567000,0.1041,0.3110,1.0067,1.059
5.577000,0.1624,0.2649,1.0099,1.057
5.578000,0.1864,0.2419,1.0104,1.056
5.582000,0.1622,0.2397,1.0021,1.043
