time,gFx,gFy,gFz,aT
30.843000,0.0548,0.3298,0.9789,1.034
30.849000,0.0628,0.3242,0.9969,1.050
30.853000,0.0706,0.3218,1.0194,1.071
30.857000,0.0814,0.3188,1.0468,1.097
30.863000,0.0860,0.3117,1.0763,1.124
30.867000,0.0938,0.3056,1.1102,1.155
30.873000,0.0963,0.2986,1.1334,1.176
30.877000,0.0994,0.2964,1.1437,1.186
30.883000,0.0933,0.2966,1.1452,1.187
30.887000,0.0938,0.2947,1.1349,1.176
30.893000,0.0921,0.3000,1.1217,1.165
30.897000,0.0880,0.2964,1.1056,1.148
30.903000,0.0882,0.2956,1.0885,1.131
30.907000,0.0914,0.2978,1.0685,1.113
30.912000,0.0946,0.3037,1.0543,1.101
30.916000,0.0936,0.3110,1.0416,1.091
30.921000,0.0911,0.3157,1.0299,1.081
30.926000,0.0860,0.3232,1.0192,1.073
30.931000,0.0865,0.3288,1.0175,1.073
30.942000,0.0841,0.3330,1.0214,1.078
30.944000,0.0877,0.3345,1.0099,1.067
30.947000,0.0892,0.3325,0.9967,1.054
30.950000,0.0914,0.3266,0.9872,1.044
30.956000,0.0907,0.3203,0.9864,1.041
30.960000,0.0980,0.3174,0.9925,1.047
30.965000,0.0987,0.3069,1.0050,1.055
30.973000,0.0992,0.2971,1.0243,1.071
30.976000,0.1046,0.2810,1.0585,1.100
30.981000,0.1121,0.2700,1.0929,1.131
30.986000,0.1163,0.2588,1.1264,1.162
30.990000,0.1207,0.2456,1.1640,1.196
30.995000,0.1190,0.2321,1.1972,1.225
31.000000,0.1151,0.2175,1.2218,1.246
31.006000,0.1095,0.2026,1.2374,1.259
31.010000,0.1019,0.1897,1.2538,1.272
31.015000,0.0889,0.1816,1.2655,1.282
31.020000,0.0806,0.1765,1.2658,1.281
31.024000,0.0723,0.1760,1.2616,1.276
31.029000,0.0706,0.1745,1.2470,1.261
31.038000,0.0728,0.1740,1.2218,1.236
31.039000,0.0772,0.1689,1.1842,1.199
31.044000,0.0806,0.1713,1.1373,1.153
31.050000,0.0841,0.1799,1.0829,1.101
31.054000,0.0887,0.1906,1.0319,1.053
31.058000,0.0950,0.2058,0.9869,1.013
31.063000,0.1060,0.2197,0.9464,0.977
31.068000,0.1173,0.2290,0.9159,0.951
31.073000,0.1307,0.2358,0.8942,0.934
31.078000,0.1485,0.2385,0.8773,0.921
31.083000,0.1632,0.2380,0.8666,0.913
31.088000,0.1734,0.2402,0.8656,0.915
31.093000,0.1815,0.2409,0.8690,0.920
31.097000,0.1895,0.2383,0.8756,0.927
31.102000,0.1883,0.2351,0.8817,0.932
31.107000,0.1895,0.2334,0.8871,0.937
31.115000,0.1839,0.2329,0.8888,0.937
31.119000,0.1798,0.2302,0.8956,0.942
31.125000,0.1710,0.2268,0.8990,0.943
31.126000,0.1641,0.2314,0.9007,0.944
31.132000,0.1514,0.2348,0.9027,0.945
31.139000,0.1417,0.2385,0.8995,0.941
31.142000,0.1297,0.2429,0.8929,0.934
31.148000,0.1204,0.2461,0.8922,0.933
31.152000,0.1116,0.2480,0.8898,0.930
31.156000,0.0994,0.2485,0.8815,0.921
31.161000,0.0894,0.2505,0.8768,0.916
31.167000,0.0809,0.2505,0.8712,0.910
31.171000,0.0711,0.2509,0.8607,0.899
31.176000,0.0643,0.2534,0.8570,0.896
31.181000,0.0562,0.2529,0.8490,0.888
31.186000,0.0487,0.2539,0.8458,0.884
31.190000,0.0394,0.2539,0.8385,0.877
31.196000,0.0338,0.2534,0.8387,0.877
31.201000,0.0308,0.2553,0.8451,0.883
31.206000,0.0255,0.2561,0.8553,0.893
31.211000,0.0181,0.2568,0.8609,0.899
31.215000,0.0140,0.2556,0.8622,0.899
31.225000,0.0128,0.2571,0.8641,0.902
31.226000,0.0030,0.2607,0.8631,0.902
31.230000,-0.0002,0.2602,0.8544,0.893
31.235000,-0.0060,0.2590,0.8431,0.882
31.240000,-0.0117,0.2634,0.8238,0.865
31.244000,-0.0185,0.2688,0.8067,0.851
31.250000,-0.0275,0.2734,0.7887,0.835
31.256000,-0.0285,0.2795,0.7726,0.822
31.260000,-0.0287,0.2854,0.7567,0.809
31.264000,-0.0248,0.2927,0.7372,0.794
31.269000,-0.0185,0.2939,0.7269,0.784
31.274000,-0.0119,0.3015,0.7184,0.779
31.279000,-0.0068,0.3078,0.7196,0.783
31.283000,-0.0016,0.3144,0.7240,0.789
31.289000,0.0086,0.3171,0.7279,0.794
31.293000,0.0167,0.3176,0.7391,0.805
31.299000,0.0242,0.3166,0.7498,0.814
31.304000,0.0264,0.3139,0.7606,0.823
31.308000,0.0211,0.3115,0.7721,0.833
31.314000,0.0162,0.3059,0.7823,0.840
31.325000,0.0074,0.3027,0.7909,0.847
31.326000,-0.0041,0.2973,0.8006,0.854
31.328000,-0.0102,0.2893,0.8077,0.858
31.333000,-0.0168,0.2851,0.8231,0.871
31.337000,-0.0270,0.2876,0.8390,0.887
31.342000,-0.0356,0.2917,0.8573,0.906
31.353000,-0.0383,0.2944,0.8741,0.923
31.355000,-0.0385,0.2969,0.8900,0.939
31.357000,-0.0339,0.3017,0.9061,0.956
31.362000,-0.0278,0.3049,0.9230,0.972
31.367000,-0.0231,0.3069,0.9379,0.987
31.372000,-0.0175,0.3157,0.9523,1.003
31.377000,-0.0143,0.3196,0.9640,1.016
31.382000,-0.0156,0.3259,0.9686,1.022
31.387000,-0.0212,0.3286,0.9737,1.028
31.392000,-0.0231,0.3279,0.9706,1.025
31.396000,-0.0283,0.3313,0.9698,1.025
31.402000,-0.0339,0.3352,0.9628,1.020
31.406000,-0.0397,0.3364,0.9654,1.023
31.411000,-0.0507,0.3369,0.9684,1.027
31.416000,-0.0561,0.3423,0.9716,1.032
31.427000,-0.0624,0.3467,0.9823,1.044
31.429000,-0.0646,0.3479,0.9918,1.053
31.431000,-0.0659,0.3469,1.0033,1.064
31.436000,-0.0663,0.3464,1.0170,1.076
31.441000,-0.0627,0.3479,1.0321,1.091
31.445000,-0.0590,0.3479,1.0468,1.105
31.460000,-0.0561,0.3498,1.0580,1.116
31.462000,-0.0505,0.3481,1.0726,1.129
31.463000,-0.0405,0.3474,1.0873,1.142
31.466000,-0.0366,0.3464,1.1007,1.155
31.470000,-0.0285,0.3442,1.1173,1.169
31.475000,-0.0229,0.3440,1.1251,1.177
31.480000,-0.0163,0.3430,1.1354,1.186
31.484000,-0.0121,0.3474,1.1383,1.190
31.489000,-0.0068,0.3540,1.1371,1.191
31.494000,-0.0031,0.3581,1.1232,1.179
31.499000,0.0030,0.3642,1.1014,1.160
31.504000,0.0103,0.3733,1.0707,1.134
31.510000,0.0169,0.3786,1.0358,1.103
31.514000,0.0184,0.3852,1.0062,1.078
31.519000,0.0184,0.3928,0.9808,1.057
31.524000,0.0218,0.3970,0.9628,1.042
31.530000,0.0230,0.3996,0.9418,1.023
31.534000,0.0225,0.3999,0.9332,1.016
31.540000,0.0181,0.3992,0.9283,1.011
31.543000,0.0101,0.3989,0.9337,1.015
31.549000,-0.0026,0.4018,0.9344,1.017
31.554000,-0.0151,0.4016,0.9432,1.025
31.558000,-0.0256,0.3996,0.9591,1.039
31.569000,-0.0239,0.3921,0.9799,1.056
31.572000,-0.0207,0.3840,1.0043,1.075
31.572000,-0.0129,0.3716,1.0297,1.095
31.577000,-0.0129,0.3684,1.0641,1.126
31.582000,-0.0026,0.3652,1.1012,1.160
31.587000,0.0133,0.3640,1.1395,1.196
31.593000,0.0347,0.3550,1.1705,1.224
31.598000,0.0540,0.3462,1.1967,1.247
31.602000,0.0689,0.3340,1.2140,1.261
31.607000,0.0770,0.3193,1.2240,1.267
31.612000,0.0777,0.3047,1.2299,1.269
31.618000,0.0758,0.2937,1.2345,1.271
31.622000,0.0621,0.2829,1.2389,1.272
31.626000,0.0455,0.2722,1.2318,1.262
31.631000,0.0333,0.2610,1.2204,1.248
31.636000,0.0179,0.2470,1.1940,1.219
31.642000,0.0003,0.2363,1.1576,1.181
31.646000,-0.0165,0.2282,1.1122,1.135
31.651000,-0.0395,0.2275,1.0634,1.088
31.655000,-0.0605,0.2348,1.0189,1.047
31.660000,-0.0751,0.2468,0.9818,1.015
31.669000,-0.0832,0.2578,0.9569,0.995
31.671000,-0.0861,0.2627,0.9298,0.970
31.675000,-0.0895,0.2614,0.9139,0.955
31.681000,-0.0954,0.2654,0.9032,0.946
31.687000,-0.0978,0.2607,0.8981,0.940
31.691000,-0.1022,0.2605,0.8983,0.941
31.696000,-0.1039,0.2592,0.9032,0.945
31.701000,-0.1015,0.2514,0.9164,0.956
31.705000,-0.0986,0.2431,0.9354,0.972
31.710000,-0.0900,0.2351,0.9552,0.988
31.715000,-0.0778,0.2278,0.9801,1.009
31.721000,-0.0602,0.2192,1.0009,1.026
31.725000,-0.0356,0.2121,1.0153,1.038
31.729000,-0.0129,0.2019,1.0255,1.045
31.735000,0.0074,0.1999,1.0289,1.048
31.744000,0.0267,0.1989,1.0304,1.050
31.746000,0.0443,0.1999,1.0250,1.045
31.749000,0.0572,0.2063,1.0194,1.042
31.754000,0.0723,0.2082,1.0114,1.035
31.759000,0.0823,0.2090,1.0035,1.028
31.764000,0.0887,0.2050,0.9899,1.015
31.768000,0.0909,0.2060,0.9713,0.997
31.774000,0.0828,0.2014,0.9508,0.975
31.779000,0.0665,0.2058,0.9318,0.957
31.784000,0.0557,0.2060,0.9149,0.939
31.788000,0.0467,0.2070,0.9051,0.930
31.793000,0.0377,0.2075,0.8990,0.923
31.798000,0.0291,0.2085,0.8956,0.920
31.803000,0.0220,0.2104,0.8946,0.919
31.807000,0.0145,0.2111,0.8954,0.920
31.813000,0.0101,0.2163,0.9000,0.926
31.817000,0.0054,0.2187,0.8988,0.925
31.827000,0.0076,0.2214,0.8907,0.918
31.829000,0.0086,0.2241,0.8807,0.909
31.832000,0.0093,0.2256,0.8685,0.897
31.838000,0.0089,0.2309,0.8539,0.885
31.843000,0.0071,0.2334,0.8407,0.872
31.847000,0.0040,0.2346,0.8280,0.861
31.855000,0.0023,0.2383,0.8189,0.853
31.856000,-0.0004,0.2424,0.8077,0.843
31.862000,-0.0048,0.2466,0.7936,0.831
31.867000,-0.0065,0.2507,0.7760,0.815
31.872000,-0.0109,0.2549,0.7608,0.802
31.877000,-0.0104,0.2558,0.7467,0.789
31.882000,-0.0112,0.2595,0.7367,0.781
31.886000,-0.0126,0.2612,0.7372,0.782
31.891000,-0.0165,0.2656,0.7347,0.781
31.896000,-0.0146,0.2729,0.7413,0.790
31.901000,-0.0151,0.2793,0.7486,0.799
31.906000,-0.0163,0.2827,0.7557,0.807
31.911000,-0.0160,0.2905,0.7618,0.815
31.915000,-0.0141,0.2920,0.7723,0.826
31.921000,-0.0156,0.2934,0.7823,0.836
31.925000,-0.0156,0.2973,0.7943,0.848
31.930000,-0.0170,0.2993,0.8041,0.858
31.944000,-0.0185,0.3037,0.8165,0.871
31.945000,-0.0175,0.3074,0.8260,0.882
31.946000,-0.0173,0.3076,0.8377,0.893
31.950000,-0.0099,0.3081,0.8461,0.900
31.956000,-0.0051,0.3081,0.8536,0.908
31.959000,-0.0026,0.3122,0.8578,0.913
31.964000,0.0001,0.3137,0.8636,0.919
31.969000,0.0025,0.3178,0.8719,0.928
31.975000,0.0071,0.3198,0.8758,0.932
31.980000,0.0120,0.3240,0.8832,0.941
31.984000,0.0157,0.3254,0.8890,0.947
31.989000,0.0176,0.3288,0.8944,0.953
31.994000,0.0206,0.3301,0.9012,0.960
31.999000,0.0218,0.3347,0.9059,0.966
32.004000,0.0172,0.3369,0.9173,0.977
32.009000,0.0167,0.3398,0.9249,0.986
32.014000,0.0137,0.3420,0.9305,0.991
32.019000,0.0128,0.3471,0.9440,1.006
32.023000,0.0047,0.3489,0.9554,1.017
32.033000,0.0074,0.3479,0.9523,1.014
32.033000,0.0106,0.3530,0.9440,1.008
32.037000,0.0264,0.3547,0.9388,1.004
32.043000,0.0374,0.3576,0.9457,1.012
32.048000,0.0426,0.3613,0.9576,1.024
32.053000,0.0482,0.3657,0.9708,1.039
32.058000,0.0538,0.3699,0.9811,1.050
32.066000,0.0631,0.3716,0.9982,1.067
32.067000,0.0667,0.3660,1.0114,1.078
32.072000,0.0701,0.3564,1.0199,1.083
32.076000,0.0640,0.3452,1.0345,1.092
32.083000,0.0570,0.3362,1.0487,1.103
32.089000,0.0469,0.3301,1.0575,1.109
32.092000,0.0364,0.3222,1.0690,1.117
32.096000,0.0240,0.3215,1.0853,1.132
32.102000,0.0213,0.3198,1.0956,1.142
32.110000,0.0218,0.3254,1.1097,1.157
32.113000,0.0291,0.3323,1.1212,1.170
32.116000,0.0435,0.3374,1.1266,1.177
32.121000,0.0611,0.3435,1.1295,1.182
32.135000,0.0760,0.3481,1.1288,1.184
32.136000,0.0855,0.3562,1.1229,1.181
32.137000,0.0948,0.3601,1.1183,1.179
32.141000,0.1019,0.3662,1.1132,1.176
32.146000,0.1063,0.3708,1.1036,1.169
32.151000,0.1087,0.3706,1.0870,1.154
32.156000,0.1075,0.3691,1.0692,1.136
32.161000,0.1012,0.3728,1.0509,1.120
32.165000,0.0902,0.3725,1.0375,1.106
32.170000,0.0843,0.3699,1.0319,1.099
32.175000,0.0831,0.3681,1.0323,1.099
32.180000,0.0897,0.3625,1.0411,1.106
32.185000,0.1007,0.3557,1.0565,1.119
32.189000,0.1097,0.3437,1.0719,1.131
32.195000,0.1182,0.3315,1.0875,1.143
32.200000,0.1219,0.3218,1.1076,1.160
32.210000,0.1234,0.3135,1.1322,1.181
32.211000,0.1283,0.3012,1.1615,1.207
32.214000,0.1307,0.2864,1.1828,1.224
32.220000,0.1275,0.2705,1.2023,1.239
32.237000,0.1197,0.2519,1.2184,1.250
32.238000,0.1060,0.2385,1.2228,1.250
32.238000,0.0880,0.2278,1.2243,1.248
32.240000,0.0726,0.2192,1.2125,1.234
32.243000,0.0601,0.2131,1.1884,1.209
32.248000,0.0535,0.2085,1.1579,1.178
32.254000,0.0513,0.2060,1.1312,1.151
32.259000,0.0526,0.2085,1.0941,1.115
32.263000,0.0548,0.2146,1.0568,1.080
32.268000,0.0640,0.2197,1.0177,1.043
32.273000,0.0736,0.2253,0.9869,1.015
32.278000,0.0838,0.2292,0.9562,0.987
32.283000,0.0948,0.2304,0.9286,0.961
32.288000,0.1036,0.2321,0.9083,0.943
32.293000,0.1131,0.2336,0.8898,0.927
32.298000,0.1214,0.2356,0.8768,0.916
32.304000,0.1317,0.2385,0.8727,0.914
32.307000,0.1424,0.2321,0.8771,0.918
32.312000,0.1495,0.2268,0.8888,0.929
32.318000,0.1617,0.2212,0.9000,0.941
32.323000,0.1683,0.2165,0.9134,0.954
32.327000,0.1693,0.2136,0.9237,0.963
32.335000,0.1717,0.2090,0.9313,0.970
32.338000,0.1676,0.2109,0.9354,0.973
32.342000,0.1661,0.2126,0.9408,0.979
32.347000,0.1654,0.2192,0.9420,0.981
32.352000,0.1624,0.2234,0.9347,0.975
32.357000,0.1583,0.2260,0.9318,0.972
32.365000,0.1539,0.2343,0.9293,0.971
32.367000,0.1485,0.2404,0.9274,0.969
32.371000,0.1375,0.2409,0.9213,0.962
32.377000,0.1280,0.2446,0.9144,0.955
32.381000,0.1151,0.2466,0.9027,0.943
32.386000,0.1048,0.2461,0.9044,0.943
32.391000,0.0933,0.2509,0.9022,0.941
32.395000,0.0848,0.2505,0.8993,0.937
32.400000,0.0799,0.2485,0.8959,0.933
32.405000,0.0753,0.2483,0.8949,0.932
32.410000,0.0694,0.2505,0.8939,0.931
32.416000,0.0626,0.2524,0.8988,0.936
32.421000,0.0616,0.2519,0.9010,0.938
32.425000,0.0626,0.2512,0.9125,0.948
32.435000,0.0609,0.2456,0.9178,0.952
32.436000,0.0567,0.2436,0.9222,0.956
32.440000,0.0540,0.2417,0.9222,0.955
32.445000,0.0504,0.2444,0.9217,0.955
32.450000,0.0472,0.2446,0.9154,0.949
32.454000,0.0465,0.2483,0.9027,0.937
32.466000,0.0430,0.2549,0.8873,0.924
32.467000,0.0406,0.2580,0.8649,0.903
32.469000,0.0384,0.2632,0.8336,0.875
32.475000,0.0374,0.2671,0.8016,0.846
32.479000,0.0389,0.2724,0.7728,0.820
32.484000,0.0408,0.2812,0.7491,0.801
32.489000,0.0430,0.2910,0.7318,0.789
32.494000,0.0487,0.3037,0.7171,0.780
32.499000,0.0535,0.3098,0.7057,0.773
32.503000,0.0543,0.3132,0.7003,0.769
32.509000,0.0567,0.3176,0.6961,0.767
32.513000,0.0572,0.3208,0.7013,0.773
32.518000,0.0574,0.3264,0.7122,0.786
32.523000,0.0582,0.3242,0.7274,0.798
32.528000,0.0548,0.3218,0.7428,0.811
32.534000,0.0521,0.3198,0.7586,0.825
32.538000,0.0504,0.3144,0.7762,0.839
32.543000,0.0469,0.3100,0.7901,0.850
32.547000,0.0418,0.3042,0.8031,0.860
32.553000,0.0352,0.2983,0.8099,0.864
32.558000,0.0272,0.2961,0.8150,0.868
32.562000,0.0211,0.2937,0.8187,0.870
32.575000,0.0176,0.2964,0.8268,0.878
32.576000,0.0154,0.2932,0.8326,0.883
32.579000,0.0169,0.3000,0.8385,0.891
32.581000,0.0167,0.3034,0.8397,0.893
32.587000,0.0184,0.3105,0.8419,0.898
32.592000,0.0184,0.3183,0.8453,0.903
32.596000,0.0191,0.3237,0.8504,0.910
32.602000,0.0208,0.3313,0.8566,0.919
32.606000,0.0198,0.3391,0.8651,0.929
32.612000,0.0172,0.3437,0.8719,0.937
32.616000,0.0125,0.3491,0.8805,0.947
32.621000,0.0074,0.3528,0.8858,0.954
32.626000,0.0032,0.3564,0.8961,0.964
32.631000,0.0001,0.3586,0.9081,0.976
32.636000,-0.0014,0.3576,0.9139,0.981
32.642000,-0.0048,0.3550,0.9161,0.983
32.646000,-0.0056,0.3542,0.9161,0.982
32.650000,-0.0058,0.3564,0.9156,0.983
32.655000,-0.0117,0.3574,0.9173,0.985
32.660000,-0.0185,0.3591,0.9208,0.988
32.665000,-0.0234,0.3628,0.9300,0.999
32.670000,-0.0248,0.3596,0.9398,1.007
32.674000,-0.0258,0.3574,0.9562,1.021
32.680000,-0.0241,0.3564,0.9781,1.041
32.684000,-0.0209,0.3591,1.0013,1.064
32.690000,-0.0180,0.3618,1.0157,1.078
32.695000,-0.0114,0.3652,1.0311,1.094
32.700000,-0.0092,0.3677,1.0377,1.101
32.704000,-0.0056,0.3721,1.0428,1.107
32.709000,0.0008,0.3774,1.0387,1.105
32.714000,0.0113,0.3818,1.0319,1.100
32.718000,0.0216,0.3913,1.0182,1.091
32.729000,0.0294,0.3972,1.0062,1.082
32.730000,0.0342,0.4062,0.9935,1.074
32.733000,0.0404,0.4153,0.9689,1.055
32.739000,0.0452,0.4199,0.9440,1.034
32.742000,0.0535,0.4260,0.9237,1.019
32.755000,0.0643,0.4289,0.9081,1.006
32.756000,0.0755,0.4275,0.9034,1.002
32.758000,0.0870,0.4238,0.9042,1.002
32.763000,0.0909,0.4155,0.9090,1.004
32.768000,0.0904,0.4119,0.9203,1.012
32.772000,0.0758,0.4070,0.9354,1.023
32.778000,0.0584,0.4011,0.9586,1.041
32.782000,0.0367,0.3943,0.9772,1.054
32.788000,0.0147,0.3867,1.0030,1.075
32.793000,-0.0041,0.3743,1.0272,1.093
32.797000,-0.0197,0.3616,1.0509,1.112
32.802000,-0.0356,0.3515,1.0712,1.128
32.807000,-0.0471,0.3415,1.0912,1.144
32.812000,-0.0605,0.3364,1.1124,1.164
32.817000,-0.0749,0.3359,1.1256,1.177
32.829000,-0.0812,0.3335,1.1261,1.177
32.831000,-0.0908,0.3364,1.1254,1.178
32.831000,-0.0930,0.3403,1.1141,1.169
32.837000,-0.0878,0.3452,1.1019,1.158
32.842000,-0.0808,0.3506,1.0988,1.156
32.857000,-0.0637,0.3550,1.0978,1.156
32.858000,-0.0446,0.3572,1.1029,1.160
32.859000,-0.0222,0.3584,1.1107,1.167
32.861000,-0.0051,0.3581,1.1266,1.182
32.865000,0.0084,0.3545,1.1408,1.195
32.871000,0.0181,0.3474,1.1522,1.204
32.877000,0.0223,0.3318,1.1635,1.210
32.881000,0.0142,0.3193,1.1713,1.214
32.885000,0.0074,0.3022,1.1786,1.217
32.891000,-0.0060,0.2876,1.1891,1.223
32.895000,-0.0151,0.2790,1.1845,1.217
32.900000,-0.0309,0.2683,1.1698,1.201
32.905000,-0.0432,0.2624,1.1439,1.174
32.910000,-0.0568,0.2602,1.1078,1.139
32.916000,-0.0712,0.2588,1.0704,1.104
32.920000,-0.0873,0.2622,1.0272,1.064
32.926000,-0.1003,0.2673,0.9894,1.030
32.930000,-0.1086,0.2744,0.9630,1.007
32.935000,-0.1162,0.2834,0.9366,0.985
32.939000,-0.1171,0.2937,0.9025,0.956
32.949000,-0.1230,0.2978,0.8746,0.932
32.950000,-0.1186,0.3032,0.8509,0.911
32.954000,-0.1169,0.3074,0.8319,0.895
32.959000,-0.1123,0.3093,0.8163,0.880
32.964000,-0.1066,0.3074,0.8082,0.871
32.968000,-0.0934,0.3034,0.8153,0.875
32.974000,-0.0795,0.3042,0.8216,0.880
32.978000,-0.0593,0.2993,0.8334,0.887
32.984000,-0.0378,0.2912,0.8504,0.900
32.989000,-0.0151,0.2839,0.8702,0.915
32.993000,0.0028,0.2761,0.8963,0.938
32.998000,0.0216,0.2717,0.9137,0.953
33.002000,0.0342,0.2661,0.9337,0.971
33.008000,0.0433,0.2600,0.9549,0.991
33.012000,0.0545,0.2544,0.9718,1.006
33.018000,0.0604,0.2541,0.9862,1.020
33.026000,0.0621,0.2519,0.9987,1.032
33.028000,0.0650,0.2497,1.0092,1.042
33.033000,0.0706,0.2461,1.0165,1.048
33.039000,0.0704,0.2478,1.0221,1.054
33.042000,0.0662,0.2439,1.0277,1.058
33.057000,0.0614,0.2395,1.0323,1.062
33.058000,0.0504,0.2368,1.0392,1.067
33.059000,0.0389,0.2339,1.0453,1.072
33.061000,0.0242,0.2290,1.0568,1.082
33.067000,0.0133,0.2219,1.0646,1.088
33.072000,-0.0016,0.2173,1.0638,1.086
33.078000,-0.0080,0.2153,1.0643,1.086
33.081000,-0.0175,0.2107,1.0543,1.075
33.086000,-0.0229,0.2094,1.0380,1.059
33.092000,-0.0265,0.2097,1.0153,1.037
33.097000,-0.0280,0.2143,0.9933,1.017
33.101000,-0.0302,0.2182,0.9640,0.989
33.107000,-0.0334,0.2234,0.9327,0.960
33.112000,-0.0327,0.2297,0.9007,0.930
33.117000,-0.0287,0.2375,0.8719,0.904
33.120000,-0.0224,0.2470,0.8453,0.881
33.126000,-0.0143,0.2556,0.8246,0.863
33.130000,-0.0080,0.2602,0.8033,0.844
33.135000,-0.0019,0.2712,0.7879,0.833
33.141000,0.0047,0.2778,0.7745,0.823
33.146000,0.0093,0.2873,0.7621,0.814
33.152000,0.0111,0.2915,0.7503,0.805
33.155000,0.0135,0.3012,0.7437,0.803
33.161000,0.0120,0.3100,0.7398,0.802
33.166000,0.0084,0.3144,0.7394,0.803
33.170000,0.0062,0.3142,0.7362,0.800
33.175000,0.0032,0.3142,0.7450,0.809
33.180000,0.0030,0.3144,0.7506,0.814
33.185000,-0.0004,0.3127,0.7555,0.818
33.189000,-0.0034,0.3130,0.7699,0.831
33.194000,-0.0048,0.3164,0.7870,0.848
33.199000,-0.0056,0.3205,0.8041,0.866
33.205000,-0.0048,0.3240,0.8241,0.885
33.209000,-0.0031,0.3244,0.8421,0.902
33.214000,-0.0019,0.3232,0.8561,0.915
33.219000,0.0020,0.3205,0.8749,0.932
33.235000,0.0049,0.3196,0.8832,0.939
33.237000,0.0076,0.3242,0.8932,0.950
33.237000,0.0111,0.3286,0.9029,0.961
33.239000,0.0101,0.3298,0.9073,0.965
33.243000,0.0176,0.3335,0.9061,0.966
33.249000,0.0196,0.3349,0.9088,0.969
33.253000,0.0225,0.3359,0.9073,0.968
33.258000,0.0262,0.3396,0.9076,0.969
33.263000,0.0294,0.3420,0.9076,0.970
33.267000,0.0279,0.3481,0.9098,0.975
33.274000,0.0277,0.3476,0.9130,0.977
33.278000,0.0237,0.3493,0.9161,0.981
33.283000,0.0184,0.3489,0.9256,0.989
33.288000,0.0152,0.3515,0.9337,0.998
33.292000,0.0145,0.3515,0.9430,1.006
33.297000,0.0133,0.3508,0.9596,1.022
33.302000,0.0106,0.3530,0.9769,1.039
33.307000,0.0164,0.3533,0.9933,1.054
33.311000,0.0225,0.3550,1.0038,1.065
33.317000,0.0345,0.3515,1.0204,1.080
33.322000,0.0469,0.3454,1.0358,1.093
33.326000,0.0592,0.3454,1.0516,1.109
33.331000,0.0687,0.3450,1.0682,1.125
33.336000,0.0794,0.3440,1.0866,1.142
33.341000,0.0907,0.3410,1.1083,1.163
33.346000,0.0958,0.3440,1.1229,1.178
33.351000,0.1036,0.3430,1.1281,1.184
33.356000,0.1063,0.3454,1.1327,1.189
33.361000,0.1143,0.3474,1.1303,1.188
33.366000,0.1168,0.3513,1.1193,1.179
33.371000,0.1197,0.3530,1.1073,1.168
33.376000,0.1265,0.3537,1.0851,1.148
33.380000,0.1312,0.3606,1.0582,1.126
33.386000,0.1331,0.3664,1.0250,1.097
33.391000,0.1353,0.3725,0.9996,1.075
33.396000,0.1375,0.3840,0.9725,1.055
33.400000,0.1388,0.3916,0.9449,1.032
33.406000,0.1436,0.4040,0.9342,1.028
33.410000,0.1493,0.4104,0.9264,1.024
33.421000,0.1529,0.4133,0.9269,1.026
33.424000,0.1607,0.4116,0.9320,1.031
33.425000,0.1678,0.4101,0.9474,1.046
33.430000,0.1766,0.4048,0.9632,1.060
33.434000,0.1864,0.3989,0.9852,1.079
33.439000,0.2013,0.3855,1.0055,1.095
33.444000,0.2169,0.3662,1.0231,1.108
33.449000,0.2286,0.3457,1.0382,1.118
33.454000,0.2293,0.3301,1.0563,1.130
33.459000,0.2201,0.3135,1.0736,1.140
33.464000,0.2054,0.2990,1.0897,1.149
33.468000,0.1800,0.2817,1.0995,1.149
33.473000,0.1517,0.2644,1.1144,1.155
33.478000,0.1278,0.2446,1.1303,1.163
33.483000,0.1026,0.2351,1.1437,1.172
33.488000,0.0765,0.2248,1.1488,1.173
33.493000,0.0528,0.2182,1.1442,1.166
33.502000,0.0374,0.2077,1.1227,1.142
33.506000,0.0211,0.1989,1.1083,1.126
33.510000,0.0047,0.1955,1.0841,1.102
33.513000,-0.0007,0.2004,1.0570,1.076
33.517000,-0.0051,0.2043,1.0319,1.052
33.522000,-0.0004,0.2041,0.9987,1.019
33.527000,0.0054,0.2090,0.9676,0.990
33.532000,0.0091,0.2119,0.9440,0.967
33.538000,0.0159,0.2209,0.9227,0.949
33.542000,0.0301,0.2304,0.9000,0.930
33.547000,0.0479,0.2356,0.8844,0.916
33.551000,0.0679,0.2380,0.8800,0.914
33.556000,0.0831,0.2383,0.8807,0.916
33.562000,0.0963,0.2375,0.8824,0.919
33.566000,0.1038,0.2431,0.8846,0.923
33.572000,0.1116,0.2424,0.8856,0.925
33.576000,0.1158,0.2429,0.8868,0.927
33.581000,0.1224,0.2412,0.8846,0.925
33.588000,0.1212,0.2378,0.8873,0.927
33.591000,0.1195,0.2378,0.8898,0.929
33.595000,0.1121,0.2409,0.8946,0.933
33.601000,0.1060,0.2444,0.8956,0.934
33.605000,0.1002,0.2507,0.8949,0.935
33.610000,0.0928,0.2522,0.8946,0.934
33.615000,0.0872,0.2585,0.9015,0.942
33.620000,0.0828,0.2632,0.9020,0.943
33.625000,0.0794,0.2680,0.9088,0.951
33.630000,0.0765,0.2685,0.9112,0.953
33.635000,0.0682,0.2702,0.9076,0.949
33.640000,0.0589,0.2759,0.9039,0.947
33.649000,0.0535,0.2781,0.8956,0.939
33.650000,0.0474,0.2783,0.8905,0.934
33.654000,0.0416,0.2807,0.8780,0.923
